model	dataset	trained	restarts	bs	target_id	optim	cost_fn	tv	psnr_mean	mse_mean	ssim_mean	psnr_std	mse_std	ssim_std
alexnet	cifar10	random	1	16	0	LBFGS	sim	0.0001	14.224363622670431	0.03901145	0.3726814073163521	1.127363748859183	0.009240534	0.0784145544572337
alexnet	cifar10	random	1	32	0	LBFGS	sim	0.0001	11.313461242114872	0.0756141	0.18947686839378958	0.9392081596170786	0.016170982	0.05880742727619128
alexnet	cifar10	random	1	64	0	LBFGS	sim	0.0001	12.627439898902528	0.055669136	0.2136766970504923	0.8668315543673684	0.010702061	0.06466877122288521
alexnet	cifar10	random	1	128	0	LBFGS	sim	0.0001	11.456195453757209	0.0731612	0.13953216203322413	0.8862421954099801	0.017462533	0.078674114755669
alexnet	cifar10	random	1	1	0	geiping	sim	0.0001	28.87432654938982	0.0012958876	0.9312061131331656	0.0	0.0	0.0
alexnet	cifar10	random	1	2	0	geiping	sim	0.0001	23.06009622249678	0.005242358	0.8324609017620485	1.503950538777298	0.0017461656	0.026222774758934975
alexnet	cifar10	random	1	4	0	geiping	sim	0.0001	17.457342996576088	0.027193569	0.48231955901414447	4.39564635056438	0.020744422	0.2197228886855435
alexnet	cifar10	random	1	8	0	geiping	sim	0.0001	18.402660334275943	0.015647303	0.6765819908828209	1.7702721556680254	0.0060040634	0.07616254913822781
alexnet	cifar10	random	1	16	0	geiping	sim	0.0001	15.385417688360747	0.029991819	0.4987313089088805	1.1943868782964844	0.007690742	0.07520646452671377
alexnet	cifar10	random	1	32	0	geiping	sim	0.0001	14.642494001379134	0.03551053	0.3780571954848019	1.1100565709982542	0.009621302	0.09069103070347898
alexnet	cifar10	random	1	64	0	geiping	sim	0.0001	14.008128361393727	0.043124095	0.31094415269540776	1.82618459136332	0.016393779	0.10631916898519361
alexnet	cifar10	random	1	128	0	geiping	sim	0.0001	15.076044239884018	0.033136114	0.34389453999009256	1.5869985163405118	0.011721062	0.0892765623701235
alexnet	cifar10	random	10	1	0	GC	sim	0.0001	19.322763193664493	0.011687555	0.7328607439001401	0.0	0.0	0.0
alexnet	cifar10	random	10	2	0	GC	sim	0.0001	19.772343392342187	0.010584396	0.6836302647346424	0.40658374078963533	0.0009880196	0.061699847775614935
alexnet	cifar10	random	10	4	0	GC	sim	0.0001	17.303060805151226	0.019314962	0.7084337960380233	1.2047775297352383	0.00514608	0.05969578206312855
alexnet	cifar10	random	10	8	0	GC	sim	0.0001	15.601562166909913	0.028782716	0.5568563191128325	1.367845035783117	0.0076697473	0.09430195907468071
alexnet	cifar10	random	10	16	0	GC	sim	0.0001	15.761646630678896	0.028130934	0.6025072023644296	1.5527947825148916	0.00905392	0.11211730616925926
alexnet	cifar10	random	10	32	0	GC	sim	0.0001	15.944706847864413	0.026281474	0.481424187948462	1.1312511947024602	0.006519162	0.09516285541615631
alexnet	cifar10	random	10	64	0	GC	sim	0.0001	15.707722563913924	0.029698677	0.4685801309505906	1.9803258008421776	0.013293772	0.16262902419527553
alexnet	cifar10	random	10	128	0	GC	sim	0.0001	17.08989536471435	0.02096374	0.5474792850834895	1.5197477531877035	0.009354533	0.0800867082118735
alexnet	cifar10	random	10	1	0	BN	sim	0.0001	20.34541672678533	0.009235456	0.6444299957818456	0.0	0.0	0.0
alexnet	cifar10	random	10	2	0	BN	sim	0.0001	20.646501584550236	0.010295335	0.7369108005613089	2.668512264871522	0.005634126	0.12507460154592986
alexnet	cifar10	random	10	4	0	BN	sim	0.0001	17.762096740106514	0.01801568	0.5960182989774169	1.6537790129884145	0.0070379	0.05434047339124177
alexnet	cifar10	random	10	8	0	BN	sim	0.0001	18.932630969705585	0.016837163	0.7149950983312253	3.298785382196829	0.011691258	0.09451153952943661
alexnet	cifar10	random	10	16	0	BN	sim	0.0001	16.64085522169597	0.025528008	0.5742374245371562	2.5686771860152566	0.014357278	0.18942389215819613
alexnet	cifar10	random	10	32	0	BN	sim	0.0001	15.850042119915132	0.02911191	0.4963574201527633	2.0766398270282376	0.0140406685	0.13952151140188215
alexnet	cifar10	random	10	64	0	BN	sim	0.0001	15.831895453363021	0.027796006	0.5352452117046254	1.6028330888215265	0.009219137	0.11264754894679258
alexnet	cifar10	random	10	128	0	BN	sim	0.0001	16.837808529919045	0.022403479	0.5811289107498949	1.6581684946724757	0.0098070325	0.12892129534949015
alexnet	cifar10	random	10	1	0	LBFGS	sim	0.0001	63.73191081520609	4.234566e-07	0.9999945296843846	0.0	0.0	0.0
alexnet	cifar10	random	10	2	0	LBFGS	sim	0.0001	60.9639621011317	8.179579e-07	0.9999677344163258	0.8935018534861818	1.659489e-07	1.9254353311348726e-05
alexnet	cifar10	random	10	4	0	LBFGS	sim	0.0001	59.452911831258575	1.1398987e-06	0.9999599220852057	0.43354025863447915	1.1321678e-07	1.3676346089895584e-05
alexnet	cifar10	random	10	8	0	LBFGS	sim	0.0001	31.77006801165912	0.0013677193	0.9464516645142188	5.072934473135889	0.0016752663	0.06817774943775616
alexnet	cifar10	random	10	16	0	LBFGS	sim	0.0001	36.751490021128106	0.0003065872	0.9916125448958741	3.453203234428369	0.0003310006	0.005107685010618691
alexnet	cifar10	random	10	32	0	LBFGS	sim	0.0001	26.811869168346778	0.0038807327	0.9624605608545244	4.735058193342631	0.0048474497	0.028603545743656218
alexnet	cifar10	random	10	64	0	LBFGS	sim	0.0001	16.486511305280715	0.026962675	0.6019015426329841	2.770057339709362	0.014982689	0.18749700006074405
alexnet	cifar10	random	10	128	0	LBFGS	sim	0.0001	12.986458367418567	0.05395507	0.22805319673214916	1.4794874586076356	0.027283465	0.14229706957664526
alexnet	cifar10	random	10	1	0	LBFGS	sim	0.0001	-125.05627013789695	3203516900000.0	-1.2034007956529173e-13	0.0	0.0	0.0
alexnet	cifar10	random	10	1	0	LBFGS	sim	0.0001	71.18027437767203	7.620309e-08	0.999998859696918	0.0	0.0	0.0
alexnet	cifar10	random	10	4	0	LBFGS	sim	0.0001	58.388376753067355	1.4653453e-06	0.9999305583039919	0.6596319250243801	2.0722679e-07	3.771754076342287e-05
alexnet	cifar10	random	10	4	0	GC	sim	0.0001	20.316646852612415	0.010839624	0.7710020368084143	2.417956331022132	0.0060318075	0.062254583367888895
alexnet	imagenet	random	10	16	0	LBFGS	sim	0.0001	17.74367861612015	0.019932246	0.7416095390628157	2.540898408119591	0.011859522	0.11752863263274592
alexnet	imagenet	random	10	16	0	LBFGS	sim	0.0001	17.250985278881892	0.021401394	0.7227456809571484	2.315500448815598	0.010168487	0.14793249174395118
alexnet	imagenet	random	10	16	0	LBFGS	sim	0.0001	18.301218904280166	0.017424868	0.7646635478564261	2.560724488847041	0.009756554	0.1345270716738582
